query,clip_dir,score,is_positive,motion,road_context,weather,time_of_day
The scene is at night.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/01,0.02571197971701622,False,stop,city street,snowy,daytime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/04,0.4501214027404785,True,moving straight,city street,cloudy,nighttime
The scene is at night.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_27/04,0.012593069113790989,False,turning right,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_7/02,0.003808029228821397,False,turning right,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/02,0.012192420661449432,False,moving straight,bridge,cloudy,daytime
The scene is at night.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/04,0.015851475298404694,False,moving straight,bridge,rainy,daytime
The scene is at night.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/02,0.04527990147471428,False,moving straight,city street,snowy,daytime
The scene is at night.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/01,0.0802728459239006,False,stop,intersection,snowy,daytime
The scene is at night.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_3/01,0.00806400552392006,False,turning right,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_11/04,0.009728292003273964,False,turning right,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/02,0.008152153342962265,False,moving straight,tunnel,cloudy,daytime
The scene is at night.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_6/03,0.013638991862535477,False,turning left,roundabout,rainy,daytime
The scene is at night.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/03,0.026812708005309105,False,moving straight,bridge,cloudy,daytime
The scene is at night.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/04,0.06684555113315582,False,moving straight,intersection,snowy,daytime
The scene is at night.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/03,0.10784254968166351,False,moving straight,intersection,snowy,daytime
The scene is at night.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_2/01,0.06667538732290268,False,turning left,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/02,0.38670653104782104,True,curved lane driving,city street,cloudy,nighttime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/01,0.4422583281993866,True,moving straight,city street,cloudy,nighttime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/01,0.39763325452804565,True,curved lane driving,city street,rainy,nighttime
The scene is at night.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/01,0.003865707665681839,False,stop,tunnel,cloudy,daytime
The scene is at night.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_17/02,0.013386846520006657,False,turning right,city street,cloudy,daytime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/03,0.4255879819393158,True,curved lane driving,city street,cloudy,nighttime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/04,0.4016305208206177,True,moving straight,city street,cloudy,nighttime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/04,0.415177583694458,True,curved lane driving,city street,rainy,nighttime
The scene is at night.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/03,0.1983100324869156,False,moving straight,tunnel,sunny,daytime
The scene is at night.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/01,0.013162246905267239,False,turning right,bridge,cloudy,daytime
The scene is at night.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/04,0.04914834722876549,False,moving straight,bridge,cloudy,daytime
The scene is at night.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_8/03,0.058465804904699326,False,turning left,city street,cloudy,daytime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/02,0.39984193444252014,True,curved lane driving,city street,rainy,nighttime
The scene is at night.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_15/02,0.005822575651109219,False,turning right,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/01,0.4675057530403137,True,curved lane driving,city street,rainy,nighttime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/02,0.38039830327033997,True,curved lane driving,city street,rainy,nighttime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/03,0.4258505702018738,True,moving straight,city street,cloudy,nighttime
The scene is at night.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_18/03,0.010972671210765839,False,turning right,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/04,0.055094748735427856,False,moving straight,city street,snowy,daytime
The scene is at night.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/01,0.06639276444911957,False,moving straight,tunnel,rainy,daytime
The scene is at night.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_14/02,0.017519189044833183,False,turning right,city street,cloudy,daytime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/02,0.49965426325798035,True,moving straight,city street,cloudy,nighttime
The scene is at night.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/04,0.07289748638868332,False,moving straight,tunnel,rainy,daytime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/03,0.36492517590522766,True,curved lane driving,city street,rainy,nighttime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/02,0.40004590153694153,True,stop,intersection,rainy,nighttime
The scene is at night.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_6/02,0.016458436846733093,False,turning left,roundabout,rainy,daytime
The scene is at night.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_20/04,0.0077591706067323685,False,turning right,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/03,0.0071344212628901005,False,turning left,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_4/02,0.00614379346370697,False,turning left,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/03,0.009544755332171917,False,moving straight,bridge,rainy,daytime
The scene is at night.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/03,0.11936693638563156,False,moving straight,city street,snowy,daytime
The scene is at night.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/04,0.1835748702287674,False,moving straight,tunnel,cloudy,daytime
The scene is at night.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_21/02,0.011708062142133713,False,turning right,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/02,0.025899777188897133,False,moving straight,bridge,rainy,daytime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/01,0.3511989116668701,True,stop,intersection,rainy,nighttime
The scene is at night.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/04,0.006864707916975021,False,moving straight,tunnel,rainy,daytime
The scene is at night.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_1/02,0.004078196361660957,False,turning right,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/04,0.3673172891139984,True,curved lane driving,city street,rainy,nighttime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/01,0.4183943569660187,True,moving straight,city street,cloudy,nighttime
The scene is at night.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/02,0.1703319251537323,False,moving straight,tunnel,rainy,daytime
The scene is at night.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_26/04,0.007642220705747604,False,moving straight,intersection,sunny,daytime
The scene is at night.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_15/03,0.0027574505656957626,False,moving straight,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_7/02,0.04263235256075859,False,moving straight,city street,rainy,daytime
The scene is at night.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_15/04,0.0034267075825482607,False,stop,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_5/03,0.0049256510101258755,False,moving straight,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/03,0.00802682526409626,False,moving straight,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_6/03,0.01778293028473854,False,curved lane driving,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_4/02,0.009107356891036034,False,moving straight,city street,rainy,daytime
The scene is at night.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_13/01,0.014338013716042042,False,stop,intersection,rainy,daytime
The scene is at night.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_21/01,0.002072726609185338,False,moving straight,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_1/03,0.009632469154894352,False,moving straight,city street,rainy,daytime
The scene is at night.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_21/02,0.010700419545173645,False,moving straight,city street,rainy,daytime
The scene is at night.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_18/03,0.004192650783807039,False,moving straight,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_15/01,0.009301876649260521,False,stop,city street,rainy,daytime
The scene is at night.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_4/01,0.012829449027776718,False,stop,city street,rainy,daytime
The scene is at night.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_6/01,0.004149493295699358,False,curved lane driving,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_11/01,0.033488720655441284,False,stop,city street,rainy,daytime
The scene is at night.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_11/02,0.011179539375007153,False,moving straight,city street,rainy,daytime
The scene is at night.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/04,0.003234168980270624,False,moving straight,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_31/03,0.004659318830817938,False,moving straight,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_8/03,0.005991744343191385,False,moving straight,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_24/04,0.00406924681738019,False,stop,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_19/02,0.0020338238682597876,False,turning right,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/04,0.03423354774713516,False,curved lane driving,city street,cloudy,nighttime
It is raining.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/02,0.06295913457870483,True,moving straight,tunnel,rainy,daytime
It is raining.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/03,0.009189690463244915,False,moving straight,tunnel,cloudy,daytime
It is raining.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_27/02,0.0024104733020067215,False,turning left,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/03,0.0014679773012176156,False,turning right,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/01,0.14817345142364502,True,moving straight,tunnel,rainy,daytime
It is raining.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/01,0.00617173733189702,False,moving straight,tunnel,sunny,daytime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/02,0.01648680679500103,False,moving straight,city street,cloudy,nighttime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/04,0.02504296600818634,True,curved lane driving,intersection,rainy,nighttime
It is raining.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/02,0.009253323078155518,False,moving straight,tunnel,sunny,daytime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/01,0.04157745838165283,False,curved lane driving,city street,cloudy,nighttime
It is raining.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/02,0.08444024622440338,False,moving straight,intersection,snowy,daytime
It is raining.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_18/02,0.001425258000381291,False,turning left,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/04,0.006858893670141697,False,moving straight,tunnel,sunny,daytime
It is raining.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_13/01,0.006393040996044874,False,turning right,city street,cloudy,daytime
It is raining.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/01,0.039835020899772644,True,moving straight,bridge,rainy,daytime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/03,0.014321628026664257,False,moving straight,city street,cloudy,nighttime
It is raining.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/03,0.026639483869075775,True,moving straight,tunnel,rainy,daytime
It is raining.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/03,0.05351359769701958,True,moving straight,tunnel,rainy,daytime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/03,0.11009451001882553,True,curved lane driving,intersection,rainy,nighttime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/03,0.005328207742422819,True,curved lane driving,city street,rainy,nighttime
It is raining.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/01,0.1018601655960083,False,stop,city street,snowy,daytime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/04,0.03652689605951309,False,moving straight,city street,cloudy,nighttime
It is raining.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_27/04,0.002156516769900918,False,turning right,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_7/02,0.004987685941159725,False,turning right,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/02,0.023773489519953728,False,moving straight,bridge,cloudy,daytime
It is raining.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/04,0.0551612488925457,True,moving straight,bridge,rainy,daytime
It is raining.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/02,0.08018381148576736,False,moving straight,city street,snowy,daytime
It is raining.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/01,0.03268493711948395,False,stop,intersection,snowy,daytime
It is raining.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_3/01,0.003558232681825757,False,turning right,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_11/04,0.0032753837294876575,False,turning right,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/02,0.009898881427943707,False,moving straight,tunnel,cloudy,daytime
It is raining.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_6/03,0.25901636481285095,True,turning left,roundabout,rainy,daytime
It is raining.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/03,0.026226717978715897,False,moving straight,bridge,cloudy,daytime
It is raining.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/04,0.02082143723964691,False,moving straight,intersection,snowy,daytime
It is raining.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/03,0.11806923896074295,False,moving straight,intersection,snowy,daytime
It is raining.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_2/01,0.011612852104008198,False,turning left,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/02,0.03580675646662712,False,curved lane driving,city street,cloudy,nighttime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/01,0.025201920419931412,False,moving straight,city street,cloudy,nighttime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/01,0.07446370273828506,True,curved lane driving,city street,rainy,nighttime
It is raining.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/01,0.06840801984071732,False,stop,tunnel,cloudy,daytime
It is raining.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_17/02,0.01210652757436037,False,turning right,city street,cloudy,daytime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/03,0.016289222985506058,False,curved lane driving,city street,cloudy,nighttime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/04,0.005269750952720642,False,moving straight,city street,cloudy,nighttime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/04,0.021545981988310814,True,curved lane driving,city street,rainy,nighttime
It is raining.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/03,0.0052330028265714645,False,moving straight,tunnel,sunny,daytime
It is raining.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/01,0.16037346422672272,False,turning right,bridge,cloudy,daytime
It is raining.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/04,0.04676853120326996,False,moving straight,bridge,cloudy,daytime
It is raining.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_8/03,0.006743874400854111,False,turning left,city street,cloudy,daytime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/02,0.030495667830109596,True,curved lane driving,city street,rainy,nighttime
It is raining.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_15/02,0.013351737521588802,False,turning right,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/01,0.031330984085798264,True,curved lane driving,city street,rainy,nighttime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/02,0.04705778881907463,True,curved lane driving,city street,rainy,nighttime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/03,0.010206731967628002,False,moving straight,city street,cloudy,nighttime
It is raining.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_18/03,0.007895629853010178,False,turning right,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/04,0.04723377525806427,False,moving straight,city street,snowy,daytime
It is raining.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/01,0.03207006677985191,True,moving straight,tunnel,rainy,daytime
It is raining.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_14/02,0.005754508543759584,False,turning right,city street,cloudy,daytime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/02,0.008864674717187881,False,moving straight,city street,cloudy,nighttime
It is raining.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/04,0.032169122248888016,True,moving straight,tunnel,rainy,daytime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/03,0.026964498683810234,True,curved lane driving,city street,rainy,nighttime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/02,0.059279222041368484,True,stop,intersection,rainy,nighttime
It is raining.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_6/02,0.09587505459785461,True,turning left,roundabout,rainy,daytime
It is raining.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_20/04,0.006538834422826767,False,turning right,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/03,0.002266533672809601,False,turning left,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_4/02,0.002495442982763052,False,turning left,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/03,0.054706789553165436,True,moving straight,bridge,rainy,daytime
It is raining.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/03,0.06823291629552841,False,moving straight,city street,snowy,daytime
It is raining.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/04,0.024630574509501457,False,moving straight,tunnel,cloudy,daytime
It is raining.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_21/02,0.008389648050069809,False,turning right,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/02,0.06741956621408463,True,moving straight,bridge,rainy,daytime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/01,0.008359374478459358,True,stop,intersection,rainy,nighttime
It is raining.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/04,0.056315939873456955,True,moving straight,tunnel,rainy,daytime
It is raining.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_1/02,0.007473775185644627,False,turning right,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/04,0.016435667872428894,True,curved lane driving,city street,rainy,nighttime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/01,0.018152501434087753,False,moving straight,city street,cloudy,nighttime
It is raining.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/02,0.0497409924864769,True,moving straight,tunnel,rainy,daytime
It is raining.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_26/04,0.0015502956230193377,False,moving straight,intersection,sunny,daytime
It is raining.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_15/03,0.0017675304552540183,False,moving straight,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_7/02,0.2926827073097229,True,moving straight,city street,rainy,daytime
It is raining.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_15/04,0.002434022957459092,False,stop,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_5/03,0.0014282966731116176,False,moving straight,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/03,0.002040067221969366,False,moving straight,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_6/03,0.0023753829300403595,False,curved lane driving,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_4/02,0.14500737190246582,True,moving straight,city street,rainy,daytime
It is raining.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_13/01,0.04702547565102577,True,stop,intersection,rainy,daytime
It is raining.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_21/01,0.0009780513355508447,False,moving straight,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_1/03,0.08165960758924484,True,moving straight,city street,rainy,daytime
It is raining.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_21/02,0.0035634504165500402,True,moving straight,city street,rainy,daytime
It is raining.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_18/03,0.0018998293671756983,False,moving straight,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_15/01,0.009916290640830994,True,stop,city street,rainy,daytime
It is raining.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_4/01,0.04798208922147751,True,stop,city street,rainy,daytime
It is raining.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_6/01,0.001829880871810019,False,curved lane driving,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_11/01,0.05141739174723625,True,stop,city street,rainy,daytime
It is raining.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_11/02,0.1359165757894516,True,moving straight,city street,rainy,daytime
It is raining.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/04,0.0015292990719899535,False,moving straight,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_31/03,0.0019513977458700538,False,moving straight,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_8/03,0.0018354450585320592,False,moving straight,city street,sunny,daytime
It is raining.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_24/04,0.002530774101614952,False,stop,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_19/02,0.00026534238713793457,False,turning right,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/04,0.005115600302815437,False,curved lane driving,city street,cloudy,nighttime
It is snowing.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/02,0.0329156294465065,False,moving straight,tunnel,rainy,daytime
It is snowing.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/03,0.0034024070482701063,False,moving straight,tunnel,cloudy,daytime
It is snowing.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_27/02,0.0007357982103712857,False,turning left,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/03,0.0003231880546081811,False,turning right,city street,sunny,daytime
